track_name,track_id,duration_ms,album_name,release_date,label,album_popularity,album_id,artist_id,duration_sec
Diffusion (Live),17xm8x43GE4BwdK2NBbvqM,366533,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,366.533
The Barrier (1989) (Previously Unreleased),0VKcNSEMhSMMgEqSD0ZMEt,182546,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,182.546
This Dream Too (1998) (Previously Unreleasd),0YmtExXO7e0EATlDveL4kR,410280,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,410.28
The Hidden Observer-Dry Lake Version (1996) (Previously Unrelese,7A3hAxYB4UpBswjbdYJXX3,346800,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,346.8
Darkness Descends (Live),3kpH80yj2RsQkhkNKZRzQV,310066,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,310.066
Midnight Pond (1997),2BrgzBYqhr86j31YTOP7L0,393986,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,393.986
Inscape & Landscape (1996) (Big Bounce Version) (Previously Unre,1rAOb5deRFSrlnCs0GSzaZ,299933,Black Sands,2005-01-01 00:00:00 UTC,Trance Port Special Editions,11,5oC0HQh0ucRkv45lDRpLsX,0BtlYa6Mov8Ike1JmPE1dt,299.933
Black Sand,18FgWNIy9MhnMXJSo1pzxB,252018,Black Sand - Single,2011-02-14 00:00:00 UTC,Wagram Music / 3ème Bureau,4,1eFlNe2ImvdofCIoFRxyOk,0Dsn8kE2gPM7c89mruDgIy,252.018
Living Legend [Demo],4y4PWQb22D5VhwsPfyPmIM,628746,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,628.746
Silently Falling,4GrbFeao987tAodOcNUcXV,263866,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,263.866
Doomsday,2NQRMnwjuuMX3Hb5agraW8,269613,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,269.613
Midnight (Come She Will),02BshhJMhg1zBmuD5oj8O7,212466,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,212.466
Last Confusion [Demo],1sGYgi8qj0rIICVsnzcmsL,369253,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,369.253
Gibakurai,7AS0apVXABU2d8aTnzZkgs,192493,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,192.493
Landscape Of Life,1pD88ApsTMBowgTPkOIoKE,487133,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,487.133
Black Sanctuary [Demo],0pQeso2xmKkzLY0Fb3SwdR,395173,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,395.173
A Bullet In The Wrong Heart [Demo],7dtVbEreHkBsqPdipQfwAv,465186,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,465.186
A Bullet In The Wrong Heart,0DPDXY0RcA6ofYtPJlMs4j,434533,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,434.533
Doomsday [Demo],6NkF6ZnYOIOwgBVaNx1CnJ,248920,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,248.92
Last Confusion,3pMKbATQNatkbmDScTz5Us,329746,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,329.746
Living Legend,37fsJYCd9sv9POZiANFfzh,537346,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,537.346
Black Sanctuary,5UsqfEOGG9tUeBsxHxN2iu,381160,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,381.16
Midnight (Come She Will) [Demo],7yyke3HIjTD5E35trAvr4B,213426,Black Sanctuary,2009-01-01 00:00:00 UTC,Shadow Kingdom Records,3,4pFwAqS4CZYEdNFUS601tm,0E01oYSi6EDH9NVb8BzTHt,213.426
A História De Um Rejeitado,2VYaK9oq5Jfx4ygKRPLogn,186276,A História De Um Rejeitado,2021-10-06 00:00:00 UTC,2949861 Records DK,1,4YV8to167gfB6UpvaUKsGD,0E1nDCX3YlEpq8CuUpNeKk,186.276
Desabafo De Um Player,4xduqNIJ9HjJDUrSR6cmKX,167608,Desabafo De Um Player,2022-02-24 00:00:00 UTC,2949861 Records DK,2,6jCFzymJUQNuUWdiuVap02,0E1nDCX3YlEpq8CuUpNeKk,167.608
South Saturn Delta,43zbHMdKqIXnOlXSLuDP2T,284560,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,284.56
Up From The Skies,2SOiGZXwELC5dZzDBQ99AY,228106,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,228.106
Purple Haze,2SWAycIWB6VYR1ncYhYKpG,319933,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,319.933
Are You Experienced,4eq4ovB6MXiJTohkaoPEsM,373973,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,373.973
Manic Depression,5LxWgom5jALnr2pUSeeyuH,327093,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,327.093
Voodoo Child (Slight Return),3A9iMpuVaHrAvRx8uMwkat,402333,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,402.333
1983...(A Merman I Should Turn To Be),2ddeKKPzjdmvfqD2sKP8Ll,365440,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,365.44
If 6 Was 9,3cBW2NEPRd6lJO3LsfNQrS,246000,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,246.0
Burning Of The Midnight Lamp,0JO3dHIY4LZl14ecDN1al2,219853,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,219.853
Third Stone From The Sun,02JXs1Nrxb5iXdGiELfI7B,344226,Purple - Celebrating Jimi Hendrix (With Terri Lyne Carrington),2002-01-01 00:00:00 UTC,ACT Music,10,5oeqy7aLPcu6HBXuzFdFm2,0FDi1P8xmY99il5uPynIMR,344.226
Paranoid (In The Style Of Black Sabbath) [Karaoke Version],02xPjgz6CVLwXE1h9Jrj1F,177613,Paranoid (In The Style Of Black Sabbath) [Karaoke Version],2013-11-07 00:00:00 UTC,ProSound Music LLC,0,16rBB6WKehNcuD7JWJvB4n,0FQnTKF71zmqOzMB1ulput,177.613
Smoke On The Water (Karaoke Lead Vocal Demo),26BBxTzwCQSLr4YcJH5DvP,269760,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,269.76
Black Night (Originally Performed By Deep Purple) [Karaoke Instrumental Version],59ais7JWQ0HWEArrgSwH0n,222240,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,222.24
Hush (Karaoke Lead Vocal Demo),73QmJhIJ0zdP4OBDaI4sOm,253735,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,253.735
My Woman From Tokyo (Originally Performed By Deep Purple) [Karaoke Instrumental Version],05Qb8yFCdfLAphC3fMgmYo,348256,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,348.256
My Woman From Tokyo (Karaoke Lead Vocal Demo),4kajUqHwopg62LL9xUoWOn,348256,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,348.256
Highway Star (Karaoke Lead Vocal Demo),1wGMJSn5FZlkc4qTebtu8y,360253,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,360.253
Smoke On The Water (Originally Performed By Deep Purple) [Karaoke Instrumental Version],40lFjy5CZn8IMIbI6Y6ikg,269760,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,269.76
Highway Star (Originally Performed By Deep Purple) [Karaoke Instrumental Version],7wQ1ddT6Fb4wLwXNSPLDBM,360253,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,360.253
Black Night (Karaoke Lead Vocal Demo),7hfLjUl23Ag8NeKEw9tyQA,222600,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,222.6
Hush (Originally Performed By Deep Purple) [Karaoke Instrumental Version],3lUbRC8QylwferDeGHEboH,253735,Karaoke Originally Performed By Deep Purple,2014-01-29 00:00:00 UTC,ProSound Music LLC,0,19xselFCq9v8GyohIDyDLj,0FQnTKF71zmqOzMB1ulput,253.735
Monkey Wrench (Karaoke Lead Vocal Demo),7bv99gZF1808E3xbkmoSb0,237880,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,237.88
Walking After You (In The Style Of Foo Fighters) [Karaoke With Background Vocal],3pMXKPZP7AoQNOIRIWbGTJ,240765,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,240.765
Next Year (Karaoke Lead Vocal Demo),1AhzmDMIW3uAx1vuPQfLcO,256130,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,256.13
Resolve (Karaoke Lead Vocal Demo),4RKMiWDmZT4daW79OnL3iH,285959,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,285.959
Best Of You (In The Style Of Foo Fighters) [Karaoke With Background Vocal],0Bi9vMmh4yaq2A0dopuvS2,272920,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,272.92
Resolve (In The Style Of Foo Fighters) [Karaoke Instrumental Version],6lxkztNxa8yn7X2jmyjD1y,285959,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,285.959
Monkey Wrench (In The Style Of Foo Fighters) [Karaoke Instrumental Version],672X6vcdjbSMHbTUjKPVSj,237880,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,237.88
Next Year (In The Style Of Foo Fighters) [Karaoke Instrumental Version],7fcN7AU5hUm50j9PH4KqiW,275017,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,275.017
Walking After You (Karaoke Lead Vocal Demo),60liMAmP5wvp38WWF6N2yw,240765,"Karaoke In The Style Of Foo Fighters, Vol. 4",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,1qHXvPoAFHiwRNt9HIxIBC,0FQnTKF71zmqOzMB1ulput,240.765
Long Road To Ruin (In The Style Of Foo Fighters) [Karaoke Instrumental Version],1DOkYG2nQ58qRppazlTDsk,229120,"Karaoke In The Style Of Foo Fighters, Vol. 1",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,2nJU52QdwRtGBHfLxF8NVj,0FQnTKF71zmqOzMB1ulput,229.12
Low (In The Style Of Foo Fighters) [Karaoke Instrumental Version],6HyBWkX114O2jc1f18bEiW,271151,"Karaoke In The Style Of Foo Fighters, Vol. 1",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,2nJU52QdwRtGBHfLxF8NVj,0FQnTKF71zmqOzMB1ulput,271.151
The Pretender (In The Style Of Foo Fighters) [Karaoke Instrumental Version],09Ftf1KeUJ1LOu1NH64dDY,266710,"Karaoke In The Style Of Foo Fighters, Vol. 1",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,2nJU52QdwRtGBHfLxF8NVj,0FQnTKF71zmqOzMB1ulput,266.71
Doa (D.O.A.) [In The Style Of Foo Fighters] [Karaoke Instrumental Version],3STOaw0itIRIk3MWffruf1,256992,"Karaoke In The Style Of Foo Fighters, Vol. 1",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,2nJU52QdwRtGBHfLxF8NVj,0FQnTKF71zmqOzMB1ulput,256.992
Black Night (Originally Performed By Deep Purple) [Karaoke Instrumental Version],0Pc7XKHE2p0aX5DqPiuj1h,212720,Black Night (Originally Performed By Deep Purple) [Karaoke Instrumental Version],2014-01-29 00:00:00 UTC,ProSound Music LLC,0,3CakgUx6r7rGMQbFnEQ8vr,0FQnTKF71zmqOzMB1ulput,212.72
In The End (Karaoke Lead Vocal Demo)[In The Style Of Linkin Park],725Uq0xXj7TBOIBGTXCUlq,217570,Karaoke: In The Style Of Linkin Park - Ep (Professional Performance Tracks),2010-02-10 00:00:00 UTC,"ProSound Music, LLC",6,5cZAYQsrg9VYjGDT4q4Dfb,0FQnTKF71zmqOzMB1ulput,217.57
In The End (Karaoke With Background Vocals)[In The Style Of Linkin Park],0NGKzOLkvjA4jZfDqhF3j0,217570,Karaoke: In The Style Of Linkin Park - Ep (Professional Performance Tracks),2010-02-10 00:00:00 UTC,"ProSound Music, LLC",6,5cZAYQsrg9VYjGDT4q4Dfb,0FQnTKF71zmqOzMB1ulput,217.57
In The End (Karaoke Instrumental Track)[In The Style Of Linkin Park],6H8MLFw7fT8eSGRGE6AV2p,217570,Karaoke: In The Style Of Linkin Park - Ep (Professional Performance Tracks),2010-02-10 00:00:00 UTC,"ProSound Music, LLC",6,5cZAYQsrg9VYjGDT4q4Dfb,0FQnTKF71zmqOzMB1ulput,217.57
Hey Joe (In The Style Of Jimi Hendrix) [Karaoke With Background Vocal],5gVwdjqBp7KtTNHXMwptxM,212306,Karaoke In The Style Of Jimi Hendrix,2014-06-26 00:00:00 UTC,ProSound Music LLC,0,6FfQbk4BSIMxOBpObAMFdm,0FQnTKF71zmqOzMB1ulput,212.306
All Along The Watchtower (In The Style Of Jimi Hendrix) [Karaoke Instrumental Version],5cUVEO9EnDO77rOz648OvS,246640,Karaoke In The Style Of Jimi Hendrix,2014-06-26 00:00:00 UTC,ProSound Music LLC,0,6FfQbk4BSIMxOBpObAMFdm,0FQnTKF71zmqOzMB1ulput,246.64
Voodoo Child (In The Style Of Jimi Hendrix) [Karaoke Instrumental Version],17mX7Q7kbpZQHqYAPxczkT,318440,Karaoke In The Style Of Jimi Hendrix,2014-06-26 00:00:00 UTC,ProSound Music LLC,0,6FfQbk4BSIMxOBpObAMFdm,0FQnTKF71zmqOzMB1ulput,318.44
Purple Haze (In The Style Of Jimi Hendrix) [Karaoke Instrumental Version],3rGKLzgAbEtTHEbQlVLKK1,184293,Karaoke In The Style Of Jimi Hendrix,2014-06-26 00:00:00 UTC,ProSound Music LLC,0,6FfQbk4BSIMxOBpObAMFdm,0FQnTKF71zmqOzMB1ulput,184.293
Big Me (Karaoke Lead Vocal Demo),3B4jcP7Xo9KnwXZGbV8Ekh,132853,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,132.853
Big Me (In The Style Of Foo Fighters) [Karaoke With Background Vocal],3KLO7yojxmnBb9ljzKconr,133373,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,133.373
Skin And Bones (In The Style Of Foo Fighters) [Karaoke Instrumental Version],1A1s8SMi3jxMuDF3nA649a,240180,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,240.18
Skin And Bones (Karaoke Lead Vocal Demo),19CHkQms10XciasuI0gazf,240180,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,240.18
My Hero (Karaoke Lead Vocal Demo),4IjOCdiWBC2hChdFHSBA0g,260767,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,260.767
My Hero (In The Style Of Foo Fighters) [Karaoke Instrumental Version],0xGUa2azM9Bdt6DoRkWWA2,260767,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,260.767
Cheer Up Boys Your Makeup Is Running (In The Style Of Foo Fighters) [Karaoke Instrumental Version],4gE5YnUkhXrfqfSzCWAWWc,223917,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,223.917
Cheer Up Boys Your Makeup Is Running (Karaoke Lead Vocal Demo),4T5yjk6kw8Vqq3sjwOc65g,223917,"Karaoke In The Style Of Foo Fighters, Vol. 3",2014-04-09 00:00:00 UTC,ProSound Music LLC,0,7qcRtgIcmCNzab1ImzSk3k,0FQnTKF71zmqOzMB1ulput,223.917
Jimi Hendrix: Kurzbiografie Kompakt (5 Minuten Biografien).1 - Jimi Hendrix: Kurzbiografie Kompakt,38QWLcaKHNZZzpji0853al,131300,Jimi Hendrix: Kurzbiografie Kompakt (5 Minuten: Schneller Hören – Mehr Wissen!),2023-10-26 00:00:00 UTC,BÄNG Management & Verlag,2,7uMsoFpJDX0En0yjW6T9Ww,0Fe4dBmFFXH99LTt7qj0na,131.3
Jimi Hendrix: Kurzbiografie Kompakt (5 Minuten Biografien).2 - Jimi Hendrix: Kurzbiografie Kompakt,7B1qXJc6feKB1VcGvWCiX8,239835,Jimi Hendrix: Kurzbiografie Kompakt (5 Minuten: Schneller Hören – Mehr Wissen!),2023-10-26 00:00:00 UTC,BÄNG Management & Verlag,2,7uMsoFpJDX0En0yjW6T9Ww,0Fe4dBmFFXH99LTt7qj0na,239.835
Paranoid - Single (In The Style Of Black Sabbath) [Performance Track With Demonstration Vocals],68YxEtMnaiq7CA4KEd6vPD,166278,Paranoid - Single (In The Style Of Black Sabbath) [Performance Track With Demonstration Vocals],2012-01-11 00:00:00 UTC,Stingray Music,0,0Lj2qvE0T1YALgfLX6bTgR,0GQkTwFb7D3ePIpnxwYavf,166.278
Smoke On The Water - Single (In The Style Of Deep Purple) [Performance Track With Demonstration Vocals],35d6nzNOjMIpru4y8E3D26,348589,Smoke On The Water - Single (In The Style Of Deep Purple) [Performance Track With Demonstration Vocals],2012-03-28 00:00:00 UTC,Stingray Music,0,0NZ4iTEbrz1XA66c3TA8O7,0GQkTwFb7D3ePIpnxwYavf,348.589
Hey Joe (In The Style Of The Jimi Hendrix Experience) [Performance Track With Demonstration Vocals],2OMsZGhjRlIpxTF95ZLelw,205504,Hey Joe (In The Style Of The Jimi Hendrix Experience) [Performance Track With Demonstration Vocals],2011-12-25 00:00:00 UTC,Stingray Music,0,0Ww375mG0r7SnYQpJS41M2,0GQkTwFb7D3ePIpnxwYavf,205.504
N.I.B. (In The Style Of Black Sabbath) [Performance Track With Demonstration Vocals],1H5znb5rSCQtfMNgznTTf6,375184,N.I.B. (In The Style Of Black Sabbath) [Performance Track With Demonstration Vocals],2011-12-05 00:00:00 UTC,Stingray Music,0,0ZGFajDoZaWymmnGrOYVSB,0GQkTwFb7D3ePIpnxwYavf,375.184
Big Me (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],6fZ6vp0tHopeC8YluGBOsx,128806,Big Me (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals] - Single,2012-05-22 00:00:00 UTC,Stingray Music,0,0jyIlpggOtqO7N1lt4tAvJ,0GQkTwFb7D3ePIpnxwYavf,128.806
I'Ll Stick Around - Single (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],0DZQGPY4qdRO4naW49Lq6V,231819,I'Ll Stick Around - Single (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],2012-01-11 00:00:00 UTC,Stingray Music,0,133B1i8JQ2B4IPq9o255L5,0GQkTwFb7D3ePIpnxwYavf,231.819
Crawling (In The Style Of Linkin Park) [Performance Track With Demonstration Vocals],7FZ4Iy4eN6LDsvhhnnQ0ii,198198,Crawling (In The Style Of Linkin Park) [Performance Track With Demonstration Vocals],2011-12-05 00:00:00 UTC,Stingray Music,0,14L73KsdsXRXWe1ENBeerA,0GQkTwFb7D3ePIpnxwYavf,198.198
One Step Closer (In The Style Of Linkin Park) [Performance Track With Demonstration Vocals],1AlzLQ6O2d57O9YrwAQAin,155660,One Step Closer (In The Style Of Linkin Park) [Performance Track With Demonstration Vocals],2011-12-05 00:00:00 UTC,Stingray Music,0,166ZmmT8bB3VHyNYWYO2GE,0GQkTwFb7D3ePIpnxwYavf,155.66
The Pretender (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],6So1cFCDwuFBasOrhavN7p,265994,The Pretender (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],2011-08-17 00:00:00 UTC,Stingray Music,0,1JimlUwJDuLHa8ekW3lqDd,0GQkTwFb7D3ePIpnxwYavf,265.994
Stacked Actors - Single (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],5IK3juPItlbHJTh3xyuUsh,258092,Stacked Actors - Single (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],2012-01-26 00:00:00 UTC,Stingray Music,0,1W8IWyfoTdP4bSbx2NJ9tP,0GQkTwFb7D3ePIpnxwYavf,258.092
In The End (In The Style Of Linkin Park) [Performance Track With Demonstration Vocals],6afVuZ5pVWOkfCtbieBfVY,210885,In The End (In The Style Of Linkin Park) [Performance Track With Demonstration Vocals],2011-12-05 00:00:00 UTC,Stingray Music,0,2EbIetkkokrLeCUnu5l0lB,0GQkTwFb7D3ePIpnxwYavf,210.885
Next Year (Radio Version) - Single [In The Style Of Foo Fighters] {Performance Track With Demonstration Vocals},2EOHTZFq2Em4f9H6ikDHu3,197125,Next Year (Radio Version) - Single [In The Style Of Foo Fighters] {Performance Track With Demonstration Vocals},2012-01-11 00:00:00 UTC,Stingray Music,0,38c7qnf6mgdX2koFuI9KVb,0GQkTwFb7D3ePIpnxwYavf,197.125
Doa (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],1O9BGyxIkS45YTj8UijRqL,251140,Doa (In The Style Of Foo Fighters) [Performance Track With Demonstration Vocals],2011-09-09 00:00:00 UTC,Stingray Music,0,3FnUhYGtnjGFhQzTOlBvhI,0GQkTwFb7D3ePIpnxwYavf,251.14
Space Truckin' (In The Style Of Deep Purple) [Performance Track With Demonstration Vocals],5uTvvuWwsF7FB8KVBL9wG1,269583,Space Truckin' (In The Style Of Deep Purple) [Performance Track With Demonstration Vocals],2011-09-22 00:00:00 UTC,Stingray Music,0,3VDQ76MZCnsmhOWCmsuNob,0GQkTwFb7D3ePIpnxwYavf,269.583
Children Of The Grave (In The Style Of Black Sabbath) [Performance Track With Demonstration Vocals],7bGEBd4HqlNu9nrJapz8JT,312914,Children Of The Grave (In The Style Of Black Sabbath) [Performance Track With Demonstration Vocals],2011-09-22 00:00:00 UTC,Stingray Music,0,3s5QezF5rPDxLrOhokdEfk,0GQkTwFb7D3ePIpnxwYavf,312.914
